timestamp,model.tire.s(t),model.driver.s(t),model.driver.a(t)
4.52,0.14934592773687255,1.1702589699889898,-1.9350920964005505
4.53,0.15123239166676963,1.167322612541092,-1.4808279348536948
4.54,0.15341654109991396,1.1642380691260201,-1.0389217576266978
4.55,0.15591811161692856,1.1610495664949345,-0.6051143149350219
4.56,0.15875812154747512,1.1578005175199697,-0.1755788490977481
4.57,0.1619298980653731,1.1545338971832892,0.25224421056018553
4.58,0.16539008430466318,1.1512924954840436,0.679280879718937
4.59,0.16906769198374824,1.1481190098607772,1.104798432006578
4.6,0.17288176233331917,1.1450559737613026,1.5266188276412338
4.61,0.17675745021503023,1.1421455415433492,1.9414369121049109
4.62,0.18063472896027508,1.1394291603816291,2.3451060770536714
4.63,0.1844698350591716,1.1369471568005556,2.7327771537240113
4.64,0.18823336108638972,1.1347382511380288,3.098826008768169
4.65,0.19190758341977274,1.1328389930916216,3.4366224692928746
4.66,0.1954794700394105,1.131283097369161,3.738385030334204
4.67,0.19892604953735518,1.130100666801065,3.995316285158841
4.68,0.2022011423560272,1.1293173145501783,4.197832844820246
4.69,0.20523149790433481,1.128953207769479,4.335824696843564
4.7,0.20791708978011866,1.129022061380908,4.399231552398655
4.71,0.21013205920886216,1.1295301400799826,4.378983398393804
4.72,0.21173545653518802,1.1304753584006886,4.2677774061145755
4.73,0.21261025873241016,1.1318465448372266,4.05933841051681
4.74,0.2127225477119869,1.1336227848373142,3.7447615975242616
4.75,0.21214449487103168,1.1357724602877612,3.3035180896758054
4.76,0.21101331113009045,1.1382508955047852,2.654152510139099
4.77,0.2094641426067323,1.140990953048821,1.931988417035612
4.78,0.20758322093822695,1.1439249685347432,1.4787322115948838
4.79,0.20539842813391926,1.147006958366125,1.0375910870554375
4.8,0.20289989157638885,1.1501927740368973,0.6045095559679855
4.81,0.20007245250017056,1.15343907670736,0.17583071530815536
4.82,0.19692181700853398,1.1567029776927702,-0.2509296311889936
4.83,0.19348490158522252,1.159941792959139,-0.6767327195690617
4.84,0.1898248524992611,1.163112947417541,-1.1009639329125835
4.85,0.18601751342291667,1.1661740350036973,-1.5215924377764487
4.86,0.18213731725227778,1.1690830195072401,-1.9354365606997634
4.87,0.1782478058537429,1.1717985505593664,-2.3384207472992453
4.88,0.17439763303814085,1.1742803699601074,-2.725718093979487
4.89,0.1706197492940729,1.1764897947558546,-3.091704858197114
4.9,0.16693251588977162,1.1783902813663891,-3.4297635994768627
4.91,0.16334707183623198,1.1799480883775018,-3.732171272144874
4.92,0.1598839243167461,1.181133047450768,-3.9902471820777845
4.93,0.15658786526996712,1.1819194299196425,-4.1945260872831
4.94,0.15353220655732425,1.1822868923161816,-4.3349029208211745
4.95,0.15081873643621585,1.1822214828459163,-4.401122704168471
4.96,0.14857778066031777,1.18171665876828,-4.38373334939153
4.97,0.14695841695733125,1.1807742233279102,-4.275003150504841
4.98,0.1460867800971531,1.179405103058298,-4.068342664824823
4.99,0.14599884400443813,1.1776300362964391,-3.754650050990554
5.0,0.14661301891904577,1.1754805533716917,-3.313335578830462
